10987926,26.77,60.01,0.62
11018667,26.77,59.95,133.39
11049252,26.75,59.86,0.62
11079606,26.74,59.76,53.83
11110041,26.74,59.70,108.30
11140585,26.73,59.68,117.29
11171170,26.70,59.61,0.62
11201771,26.68,59.54,0.62
11232356,26.66,59.43,0.62
11262942,26.66,59.44,0.62
11293528,26.66,59.41,0.62
11323710,26.63,59.34,88.46
11354296,26.64,59.25,0.62
11384653,26.64,59.14,56.44
11415234,26.62,59.06,319.45
11445712,26.61,59.01,47.18
11476298,26.63,58.89,0.62
11506883,26.61,58.85,0.62
11537469,26.59,58.80,0.62
11567680,26.58,58.76,146.19
11598411,26.59,58.61,166.85
11628997,26.58,58.61,0.62
11659582,26.56,58.55,0.62
11690168,26.55,58.53,0.62
11720754,26.54,58.57,0.62
11751339,26.56,58.62,0.62
11781693,26.56,58.80,68.27
11811988,26.56,58.97,277.67
11842573,26.56,59.26,0.62
11873159,26.56,59.39,0.62
11903745,26.57,59.51,0.62
11934126,26.59,59.51,150.18
11964710,26.58,59.50,0.62
11995355,26.58,59.34,68.41
12025938,26.57,59.32,118.49
12056211,26.57,59.26,57.45
12086797,26.54,59.12,0.62
12117176,26.56,59.01,168.80
12147761,26.56,58.92,0.62
12178347,26.53,58.77,0.62
12208735,26.52,58.70,154.51
12239049,26.52,58.63,105.25
12269386,26.51,58.69,80.04
12300004,26.50,58.61,22.42
12330179,26.50,58.66,149.89
12360764,26.51,58.77,0.62
12391350,26.51,58.97,0.62
12421630,26.52,59.17,99.76
12451929,26.50,59.36,38.37
12482481,26.52,59.50,152.10
12512662,26.54,59.52,67.44
12543247,26.53,59.47,0.62
12573833,26.53,59.41,0.62
12604472,26.53,59.36,402.41
12634692,26.53,59.26,249.10
12665180,26.52,59.21,244.73
12695764,26.54,59.09,0.62
12726464,26.54,58.99,74.75
12757049,26.53,58.88,0.62
12787245,26.51,58.82,48.43
12817830,26.53,58.71,0.62
12848416,26.50,58.67,0.62
12879001,26.50,58.58,0.62
12909596,26.49,58.49,80.70
12940182,26.46,58.48,0.62
12970847,26.47,58.35,78.77
13001321,26.46,58.34,103.98
13031907,26.47,58.44,0.62
13062212,26.49,58.66,505.70
13092838,26.47,58.87,19.04
13123424,26.48,59.03,0.62
13154009,26.50,59.18,0.62
13184608,26.51,59.32,115.89
13214781,26.52,59.28,26.94
13245349,26.52,59.22,58.31
13275646,26.51,59.12,52.58
13306134,26.51,59.06,58.70
13336720,26.51,58.92,0.62
13367305,26.51,58.72,0.62
13397891,26.50,58.74,0.62
13428423,26.45,58.60,190.80
13458783,26.48,58.51,66.24
13489525,26.46,58.43,86.47
13520111,26.45,58.38,0.62
13550640,26.45,58.25,2.93
13580873,26.43,58.17,41.10
13611458,26.42,58.08,0.62
13641626,26.41,58.01,55.52
13672391,26.40,58.06,43.02
13702977,26.41,58.22,0.62
13733562,26.40,58.40,0.62
13764156,26.41,58.54,63.09
13794742,26.44,58.71,0.62
13825070,26.45,58.90,221.67
13855410,26.47,58.98,18.05
13885622,26.45,58.89,61.68
13916208,26.46,58.82,0.62
13946793,26.48,58.69,0.62
13976996,26.48,58.57,82.19
14007465,26.49,58.45,102.04
14038050,26.47,58.39,0.62
14068792,26.49,58.22,22.04
14099391,26.45,58.12,108.45
14130153,26.45,58.00,33.31
14160311,26.45,58.02,49.37
14190905,26.46,57.86,674.05
