8231884,26.40,65.70,0.62
62699,26.36,65.64,1112.58
93228,26.34,65.58,179.65
123637,26.36,65.68,1617.86
154223,26.34,66.08,0.62
184809,26.38,65.82,0.62
215394,26.39,65.82,0.62
245993,26.40,66.28,0.62
276203,26.40,66.02,168.57
306788,26.38,66.07,0.62
337187,26.37,66.22,715.29
367773,26.35,66.27,0.62
397985,26.35,66.14,45.64
428624,26.32,66.06,429.14
458887,26.32,65.84,521.57
489546,26.28,65.61,59.77
520132,26.26,65.66,0.62
550855,26.24,65.52,782.30
581373,26.20,65.42,816.89
611533,26.18,65.22,163.48
642119,26.16,65.03,0.62
672461,26.11,64.89,59.14
703047,26.11,64.91,0.62
733633,26.07,64.95,0.62
764322,26.07,65.08,33.36
794908,26.07,65.12,0.62
825436,26.08,65.25,338.43
856020,26.09,65.36,0.62
886789,26.09,65.45,151.83
917373,26.08,65.46,0.62
947959,26.10,65.45,0.62
978781,26.10,65.49,39.18
1009367,26.12,65.46,0.62
1039951,26.14,65.42,0.62
1070675,26.15,65.40,81.29
1101146,26.17,65.41,56.75
1131815,26.18,65.36,23.81
1162004,26.17,65.28,173.25
1192589,26.18,65.30,0.62
1223175,26.20,65.28,0.62
1253761,26.19,65.27,0.62
1284564,26.20,65.27,147.92
1315158,26.19,65.24,0.62
1345743,26.20,65.28,0.62
1376329,26.21,65.22,0.62
1406914,26.22,65.16,0.62
1437487,26.25,65.19,7.25
1467985,26.25,65.15,195.11
1498347,26.25,65.21,105.94
1528932,26.24,65.29,0.62
1559354,26.25,65.31,59.12
1589562,26.24,65.27,183.18
1620146,26.22,65.14,135.06
1650732,26.21,65.01,0.62
1681419,26.19,64.93,94.23
1712005,26.19,64.81,0.62
1742359,26.16,64.73,46.21
1773169,26.17,64.62,59.16
1803754,26.13,64.43,0.62
1834550,26.15,64.57,1.40
1864742,26.14,64.41,354.73
1895087,26.17,64.21,29.97
1925672,26.16,64.03,724.49
1956421,26.17,63.75,457.86
1987230,26.16,63.70,47.06
2017628,26.17,63.82,100.97
2048214,26.16,63.97,0.62
2078906,26.15,64.04,89.38
2109647,26.16,64.22,134.36
2140233,26.17,64.32,0.62
2170819,26.17,64.37,0.62
2201404,26.15,64.33,0.62
2232128,26.16,64.21,225.13
2262714,26.15,64.12,0.62
2293500,26.13,64.02,8.27
2324086,26.14,63.92,0.62
2354671,26.11,63.87,0.62
2385210,26.11,63.77,2.76
2415846,26.10,63.67,106.33
2446432,26.09,63.57,0.62
2476608,26.09,63.47,69.66
2506882,26.07,63.41,142.79
2537467,26.07,63.47,0.62
2567863,26.07,63.53,455.70
2598448,26.09,63.69,0.62
2628748,26.09,63.77,256.65
2659068,26.11,63.90,17.37
2689654,26.13,64.02,0.62
2720165,26.12,64.07,113.28
2750518,26.14,63.96,44.28
2781077,26.11,63.90,54.19
2811662,26.12,63.77,0.62
2842248,26.10,63.70,0.62
2872834,26.07,63.58,0.62
2903418,26.05,63.53,0.62
2934237,26.05,63.47,143.06
2964822,26.04,63.33,0.62
2995407,26.05,63.27,0.62
3025993,26.05,63.23,0.62
3056578,26.05,63.09,0.62
3087164,26.05,63.09,0.62
3117617,26.06,63.23,50.22
3148203,26.02,63.42,0.62
3178766,26.04,63.52,23.47
3209395,26.05,63.64,80.50
3239957,26.07,63.74,109.87
3270542,26.08,63.82,0.62
3300805,26.11,63.82,69.01
3331024,26.10,63.85,1220.80
3361288,26.13,63.85,148.96
3391874,26.14,63.81,0.62
3422458,26.16,63.80,0.62
3453042,26.17,63.78,40.99
3483359,26.17,63.80,149.44
3513944,26.18,63.79,0.62
3544785,26.19,63.78,123.09
3575370,26.19,63.78,0.62
3605778,26.21,63.81,253.60
3636040,26.20,63.79,152.98
3666625,26.23,63.82,0.62
3697298,26.21,63.84,3.22
3727751,26.22,63.89,175.56
3758336,26.22,63.90,0.62
3788921,26.22,63.93,0.62
3819509,26.22,63.88,0.62
3850095,26.22,63.78,0.62
3880595,26.19,63.70,125.12
3911180,26.18,63.58,0.62
3941766,26.16,63.52,0.62
3972373,26.14,63.55,261.27
4002958,26.13,63.40,0.62
4033544,26.12,63.25,0.62
4064129,26.11,63.21,0.62
4094648,26.09,63.19,218.00
4125234,26.10,63.08,0.62
4155819,26.07,63.00,0.62
4186329,26.07,62.94,195.32
4216913,26.04,62.87,0.62
4247499,26.06,62.89,0.62
4278084,26.05,62.98,0.62
4308670,26.04,63.14,0.62
4339241,26.06,63.35,1618.09
4369997,26.06,63.55,785.42
4400234,26.09,63.74,367.34
4430798,26.19,63.83,1663.54
4461452,26.27,63.66,977.13
4491776,26.35,63.85,1709.83
4522328,26.43,63.38,740.66
4552955,26.50,63.22,15.70
4583385,26.60,63.14,651.77
4613784,26.67,63.04,1040.38
4644469,26.73,63.09,2095.35
4674876,26.79,62.73,1007.75
4705046,26.85,62.81,1262.15
4735559,26.86,62.17,919.78
4765898,26.86,61.83,3325.28
4796491,26.88,61.34,1253.29
4827234,26.86,61.09,516.83
4857425,26.84,60.93,489.42
4887633,26.83,60.74,887.88
4918367,26.77,60.70,1021.10
4948952,26.75,60.69,933.43
4979466,26.72,60.61,593.67
5010060,26.71,60.55,540.88
5040292,26.69,60.37,260.10
5070850,26.67,60.57,431.05
5101360,26.65,60.85,541.35
5132124,26.62,61.23,90.01
5162295,26.63,61.64,1626.66
5193031,26.69,61.99,888.83
5223412,26.79,62.52,1485.08
5254234,26.88,62.72,358.33
5284790,26.96,62.50,615.11
5315376,27.04,62.42,0.62
5345659,27.10,62.06,1508.09
5375998,27.15,61.97,1267.98
5406273,27.20,61.71,85.73
5436768,27.30,61.54,44.08
5467118,27.36,62.10,1775.99
5497959,27.40,61.12,1030.44
5528179,27.45,60.86,29.80
5559019,27.49,60.58,887.75
5589287,27.53,60.42,1779.78
5620007,27.56,60.46,368.91
5650167,27.59,60.46,572.64
5680864,27.65,60.73,828.15
5711252,27.68,60.38,490.12
5741584,27.71,60.89,1286.60
5772149,27.77,60.97,725.83
5802644,27.83,61.33,1519.75
5833308,27.91,61.40,453.90
5864090,27.93,61.31,94.43
5894726,27.92,61.24,376.14
5925312,27.94,61.65,0.62
5955552,27.99,62.13,1229.82
5986358,28.00,61.84,904.58
6017071,28.01,61.45,155.97
6047586,28.05,62.05,977.24
6078097,28.03,62.03,137.23
6108281,28.03,61.15,192.60
6139091,27.98,61.22,520.65
6169753,27.96,61.10,780.38
6200040,27.92,60.96,168.93
6230224,27.87,60.98,1292.69
6260864,27.83,61.31,1458.74
6291320,27.76,61.21,338.93
6322029,27.71,61.19,109.96
6352738,27.65,61.16,74.29
6383069,27.64,61.00,350.21
6413511,27.61,60.77,198.09
6443788,27.56,60.65,172.49
6474127,27.51,60.49,297.12
6504639,27.47,60.48,128.10
6535162,27.42,60.34,232.31
6565319,27.37,60.28,268.46
6595753,27.35,60.21,270.50
6626384,27.30,60.12,317.93
6656890,27.27,60.09,710.34
6687608,27.24,60.13,147.99
6718283,27.21,59.98,347.55
6748648,27.21,59.94,50.83
6779277,27.17,59.88,389.40
6810022,27.17,59.77,64.10
6840736,27.18,59.74,129.51
6871322,27.13,59.68,0.62
6901553,27.11,59.57,222.94
6932399,27.09,59.59,6.86
6962917,27.07,59.51,97.17
6993223,27.05,59.54,128.59
7023758,27.02,59.41,395.57
7054344,27.00,59.45,0.62
7084930,26.96,59.36,0.62
7115214,26.96,59.36,113.57
7145968,26.93,59.38,218.22
7176211,26.91,59.36,66.02
7206453,26.93,59.31,202.49
7236725,26.90,59.37,232.01
7267210,26.89,59.55,322.93
7297397,26.90,59.67,207.93
7328202,26.91,59.93,266.11
7358449,26.93,60.14,205.73
7389063,26.91,60.42,271.13
7419290,26.89,60.54,781.17
7449583,26.87,60.54,149.43
7479800,26.88,60.54,27.60
7510094,26.86,60.43,39.88
7540554,26.87,60.33,178.53
7571318,26.86,60.30,231.96
7601843,26.82,60.17,59.04
7632429,26.80,60.11,0.62
7663003,26.78,60.05,124.42
7693352,26.75,60.01,123.14
7723922,26.75,59.92,247.68
7754136,26.74,59.94,139.69
7784850,26.74,59.85,89.98
7815315,26.71,59.82,73.90
7845584,26.71,59.70,198.20
7876114,26.67,59.63,124.22
7906523,26.68,59.58,326.32
7936739,26.67,59.61,70.76
7967559,26.67,59.56,156.93
7997935,26.68,59.52,408.57
8028521,26.66,59.43,0.62
8058977,26.65,59.35,102.25
8089562,26.64,59.33,0.62
8120247,26.64,59.32,280.27
8151060,26.62,59.36,55.03
8181379,26.62,59.40,317.18
8211869,26.62,59.39,191.02
8242034,26.62,59.55,79.17
8272217,26.61,59.78,181.73
8302801,26.65,60.00,0.62
8333241,26.63,60.18,167.44
8364071,26.65,60.37,527.08
8394656,26.65,60.45,0.62
8425208,26.64,60.37,414.38
8455793,26.65,60.33,0.62
8486180,26.64,60.23,305.12
8516494,26.64,60.15,157.42
8547239,26.64,60.08,308.18
8577507,26.64,59.95,106.54
8608093,26.62,59.88,0.62
8638773,26.61,59.81,86.67
8669334,26.60,59.76,60.34
8699885,26.58,59.76,132.00
8730183,26.59,59.67,116.89
8760769,26.61,59.56,0.62
8791155,26.60,59.42,315.01
8821915,26.60,59.39,119.90
8852501,26.58,59.33,0.62
8882823,26.58,59.31,73.35
8913409,26.58,59.26,0.62
8943994,26.54,59.28,0.62
8974579,26.55,59.24,0.62
9005049,26.54,59.11,238.66
9035257,26.54,59.27,1706.47
9065865,26.54,59.16,676.81
9096124,26.54,59.39,2205.03
9126760,26.56,59.45,938.81
9157001,26.57,59.61,1319.48
9187329,26.56,59.68,277.69
9218058,26.58,59.84,156.26
9248301,26.60,59.93,176.78
9278498,26.60,59.89,80.51
9309084,26.60,59.85,0.62
9339890,26.61,59.73,88.75
9370417,26.64,59.63,278.87
9401001,26.64,59.47,0.62
9431180,26.65,59.34,102.27
9461893,26.62,59.28,20.18
9492262,26.60,59.27,311.64
9522682,26.58,59.19,45.37
9553268,26.57,59.12,0.62
9583785,26.55,59.10,160.47
9614343,26.55,59.03,55.16
9644537,26.53,59.03,81.81
9675228,26.54,58.92,240.01
9705401,26.54,58.87,356.14
9735967,26.55,58.81,103.01
9766248,26.55,58.80,84.74
9796957,26.55,58.67,113.88
9827785,26.56,58.62,245.30
9858371,26.55,58.62,0.62
9888864,26.57,58.74,159.35
9919197,26.56,58.94,45.56
9949783,26.55,59.17,0.62
9980552,26.55,59.35,343.90
10011138,26.55,59.56,0.62
10041722,26.53,59.69,0.62
10072055,26.56,59.68,79.37
10102247,26.57,59.61,219.91
10132833,26.57,59.48,0.62
10163418,26.56,59.39,0.62
10194205,26.54,59.37,203.09
10224903,26.52,59.26,33.29
10255488,26.53,59.10,0.62
10286222,26.52,59.09,48.94
10316578,26.53,59.03,176.36
10347180,26.51,58.88,0.62
10377765,26.53,58.82,0.62
10408350,26.52,58.87,0.62
10438682,26.54,59.03,198.82
10469267,26.55,59.21,0.62
10499585,26.55,59.43,150.87
10530393,26.54,59.60,14.59
10560978,26.56,59.74,0.62
10591560,26.55,59.85,30.41
10622015,26.57,59.96,59.40
10652723,26.59,59.97,49.16
10683309,26.61,59.97,0.62
10713561,26.63,59.95,70.21
10743923,26.64,59.95,104.02
10774198,26.66,59.96,79.19
10804618,26.67,59.92,170.51
10835169,26.70,59.97,197.77
10866015,26.70,59.98,158.56
10896354,26.73,59.97,77.82
10926754,26.75,59.92,119.66
10957340,26.74,59.96,0.62
