31559,27.09,73.43,317.93
62145,27.19,72.53,0.62
92577,27.22,73.41,67.96
123375,27.25,73.03,168.76
153961,27.25,72.71,0.62
184546,27.21,72.61,0.62
215132,27.23,72.39,0.62
245716,27.27,72.43,0.62
276302,27.31,72.27,0.62
306887,27.29,71.81,0.62
337661,27.32,73.40,1482.17
368227,27.33,72.20,778.87
399064,27.33,72.17,92.25
429404,27.31,72.01,556.08
460161,27.29,71.79,977.33
490992,27.30,71.78,497.99
521633,27.29,72.05,2305.90
551907,27.29,71.98,767.07
582569,27.30,71.81,2902.51
612797,27.30,72.29,933.26
643137,27.30,71.65,1198.13
673701,27.29,71.05,873.36
704519,27.27,71.05,1480.70
734748,27.28,71.57,830.55
765041,27.27,71.47,311.49
795724,27.28,71.55,753.17
826289,27.26,71.59,579.55
857090,27.24,71.95,1137.98
887892,27.24,72.22,776.81
918425,27.24,72.33,1271.78
949097,27.22,72.51,856.86
979277,27.22,72.49,1599.91
1009891,27.22,72.73,1044.28
1040551,27.19,72.74,3039.69
1070908,27.19,72.91,2389.68
1101458,27.16,73.08,1413.72
1132219,27.17,72.83,2227.54
1162777,27.17,72.88,518.12
1193025,27.18,72.78,2333.81
1223244,27.17,72.67,3361.20
1253715,27.16,72.45,1480.06
1284184,27.15,72.33,2891.32
1314606,27.11,72.45,2576.59
1344802,27.07,72.10,2918.49
1375186,27.06,72.02,2568.85
1405740,27.00,71.49,1471.20
1435977,26.99,71.34,1636.12
1466161,26.97,71.04,2332.29
1496361,26.95,71.32,1928.31
1526590,26.92,71.12,2000.45
1556769,26.92,70.69,1957.21
1587015,26.90,70.64,1826.12
1617257,26.89,70.33,1196.64
1647766,26.91,70.05,1877.78
1678134,26.91,70.09,2490.03
1708741,26.88,70.10,2194.09
1739567,26.88,71.35,1576.62
1770411,26.88,71.09,1392.07
1800972,26.87,71.32,760.84
1831359,26.87,71.74,1308.99
1861712,26.88,71.86,702.33
1892065,26.89,71.70,532.03
1922377,26.88,71.55,1590.37
1952588,26.87,70.99,2612.83
1982896,26.86,71.09,664.44
2013315,26.86,70.68,600.59
2044045,26.82,69.96,1803.27
2074269,26.86,70.30,1737.58
2105088,26.85,69.77,1821.39
2135747,26.85,69.65,1718.64
2166197,26.84,69.55,1303.72
2196748,26.84,69.12,2498.54
2226915,26.84,68.83,795.03
2257312,26.80,69.21,1000.01
2287598,26.82,69.75,1388.48
2317816,26.79,70.01,2003.60
2348157,26.78,70.48,1131.50
2378343,26.79,70.62,1150.79
2409137,26.79,70.85,1773.00
2439497,26.80,70.95,1247.87
2470098,26.84,70.78,652.53
2500683,26.84,70.53,1167.04
2530856,26.81,70.13,1284.67
2561389,26.84,69.85,2329.75
2591657,26.85,69.54,689.67
2622220,26.86,68.98,2003.82
2652401,26.83,68.77,1967.16
2682827,26.81,68.52,1120.94
2713067,26.78,68.31,2365.08
2743732,26.76,68.33,822.14
2774523,26.74,68.15,1165.31
2804915,26.71,68.62,712.92
2835304,26.69,69.20,1104.99
2865608,26.70,69.44,1349.64
2896095,26.68,69.81,1615.99
2926336,26.69,70.23,772.33
2956845,26.69,70.40,1050.96
2987028,26.70,70.15,1865.90
3017468,26.68,69.80,975.60
3047665,26.67,69.66,742.90
3078122,26.68,69.44,1394.99
3108749,26.67,69.13,615.47
3138910,26.68,68.88,2118.70
3169656,26.67,68.62,1911.09
3200249,26.64,68.54,948.53
3230628,26.63,68.21,756.93
3260794,26.64,67.98,1292.34
3291017,26.62,67.66,1291.20
3321766,26.63,67.77,1057.46
3352183,26.60,68.17,1030.91
3382372,26.61,68.65,761.48
3412803,26.59,69.18,931.33
3443051,26.58,69.25,538.84
3473457,26.59,69.61,1426.30
